"SURVEY","Sub_catchment_index","SITE","JULIAN_DAY","WETTED_AREA","METHOD","d_0","AVG_LENGTH_0","TOT_COUNT_0","d_1","AVG_LENGTH_1","TOT_COUNT_1","d_2","AVG_LENGTH_2","TOT_COUNT_2"
2012,"MAT","MK1",234,294.1,"Single pass",1.459,58.1,15,0.052,90.5,4,0.009,135,1
2012,"MAT","NH1",242,198.8,"Single pass",0.065,62.7,3,0.095,94.7,6,0.01,138,1
2012,"OTH","56",194,172.6,"Single pass",0,NA,NA,0.025,96.7,3,0.04,122.5,4
2012,"OTH","9",194,218.1,"Single pass",0,NA,NA,0.018,99,2,0.011,130,1
2013,"RES","1",219,150,"Single pass",0.075,52.8,4,0.102,88.9,7,0.005,NA,NA
2013,"RES","11",206,188.2,"Single pass",0.061,45.3,3,0.21,82.8,13,0.01,113,1
2013,"RES","12",206,423,"Single pass",0.013,NA,NA,0.025,94,2,0.008,157,1
2013,"RES","2",231,150,"Single pass",1.232,55.5,54,0.014,NA,NA,0.005,NA,NA
2013,"RES","3",219,150,"Single pass",0.192,50.5,10,0.023,79,1,0.005,NA,NA
2013,"RES","4",219,150,"Single pass",0.186,49.2,9,0.169,77.7,10,0.011,126,1
2013,"RES","5",227,86.1,"Calibration",0.235,52.1,20,0.069,92.3,7,0.041,102.5,4
2013,"RES","57",203,110.8,"Calibration",0.348,40.7,35,0.037,87,4,0.01,118,1
2013,"RES","6",227,150,"Single pass",0.68,49.9,33,0.101,83.1,7,0.004,NA,NA
2013,"RES","7",232,150,"Single pass",0.615,52.6,31,0.906,84.3,45,0.143,115.4,9
2013,"RES","8",206,150,"Single pass",0.573,43.8,26,0.398,83,22,0.019,121,2
2013,"RES","CORB",233,205.2,"Single pass",0.015,NA,NA,0.603,93.2,31,0.046,122.8,4
2013,"RES","FB",233,150,"Single pass",0.352,55.5,19,0.334,86.2,20,0.03,116,3
2013,"RES","TB",232,150,"Single pass",0.914,48.8,44,0.132,78.3,9,0.005,NA,NA
2013,"RES","WB",232,150,"Single pass",1.104,53.4,50,0.753,86,37,0.126,122.2,8
2013,"KED","28",196,150,"Single pass",0.37,36.1,18,0.013,NA,NA,0.005,NA,NA
2013,"KED","29",252,94.1,"Calibration",0.686,57.1,61,0.352,85.5,34,0.039,113.5,4
2013,"KED","30",199,103.5,"Calibration",0.438,37.8,49,0.131,75.4,14,0.007,120,1
2013,"KED","32",192,150,"Single pass",0.013,NA,NA,0.022,73,1,0.011,110,1
2013,"KED","34",190,150,"Single pass",0.014,NA,NA,0.094,83.8,6,0.005,NA,NA
2013,"KED","36",192,183,"Single pass",0.089,38.4,5,0.041,83.3,3,0.044,123.8,4
2013,"KED","37",192,254.9,"Single pass",0.012,NA,NA,0.011,NA,NA,0.005,NA,NA
2013,"KED","38",197,150,"Single pass",0.059,45,3,0.124,74.6,8,0.005,NA,NA
2013,"KED","39",191,115.6,"Calibration",0.481,36.8,52,0.593,78.8,64,0.104,109.2,12
2013,"KED","40",196,180.5,"Calibration",0.005,NA,NA,0.226,73.9,37,0.013,119,2
2013,"KED","41",197,104.2,"Calibration",0.472,37.7,53,0.234,79,24,0.015,112,2
2013,"KED","42",198,108.6,"Calibration",0.006,NA,NA,0.099,78.9,11,0.021,123.7,3
2013,"KED","76",210,150,"Single pass",1.795,50.8,75,0.401,92.3,23,0.151,126.7,9
2013,"KED","77",210,150,"Single pass",1.746,48.5,78,0.256,89.1,17,0.029,133,3
2013,"KED","80",191,150,"Single pass",2.434,33.5,105,0.31,72.7,21,0.01,105,1
2013,"KED","81",198,150,"Single pass",0.013,NA,NA,0.328,77.1,19,0.048,109.5,4
2013,"KED","W",203,150,"Single pass",0.229,44.7,11,0.047,77.3,3,0.005,NA,NA
2013,"LMR","43",199,150,"Single pass",0.114,45,6,0.039,82.3,3,0.002,NA,NA
2013,"LMR","44",205,150,"Single pass",0.543,44.3,26,0.064,82.4,5,0.002,NA,NA
2013,"LMR","45",204,79.3,"Calibration",0.8,45.7,62,0.082,89.8,10,0.002,NA,NA
2013,"LMR","46",204,160,"Single pass",0.325,43.2,16,0.239,82.5,15,0.012,113.5,2
2013,"LMR","47",204,150,"Single pass",0.27,44.2,13,0.011,NA,NA,0.002,NA,NA
2013,"LMR","49",205,246.1,"Single pass",0.014,NA,NA,0.191,91.8,13,0.012,121.5,2
2013,"LMR","50",205,150,"Single pass",1.047,44.9,49,0.182,80.2,13,0.006,108,1
2013,"LMR","51",189,150,"Single pass",0.017,NA,NA,0.16,83.8,10,0.006,132,1
2013,"LMR","52",190,117.9,"Calibration",1.677,34.2,196,0.051,83.6,8,0.03,110.5,4
2013,"LMR","53",189,114.2,"Calibration",0.465,35.5,54,0.128,77.9,16,0.004,99,1
2013,"LMR","55",190,193.3,"Single pass",0.017,NA,NA,0.069,94.4,5,0.006,125,1
2013,"LMR","85",205,150,"Single pass",0.192,43.9,10,0.04,81.7,3,0.002,NA,NA
2013,"UPS","14",231,114,"Calibration",0.187,50.8,21,0.028,78.7,3,0.009,139,1
2013,"UPS","15",233,150,"Single pass",0.206,49.3,11,0.031,79,2,0.004,NA,NA
2013,"UPS","16",218,150,"Single pass",0.094,50,5,0.264,76.2,15,0.005,NA,NA
2013,"UPS","17",225,150,"Single pass",0.194,47.7,10,0.142,79.9,9,0.019,104.5,2
2013,"UPS","17A",225,113.8,"Calibration",0.061,44.2,6,0.035,78.5,4,0.003,NA,NA
2013,"UPS","18",218,160,"Single pass",0.213,38.3,11,0.03,76.5,2,0.005,NA,NA
2013,"UPS","21",211,150,"Single pass",0.246,46.1,13,0.125,85,9,0.018,116,2
2013,"UPS","22",212,150,"Single pass",0.148,47,8,0.203,79.1,13,0.01,104,1
2013,"UPS","23",213,150,"Single pass",0.713,48.2,33,0.382,83.8,22,0.079,101.5,6
2013,"UPS","24",224,117.3,"Calibration",0.324,48.1,36,0.17,76.2,20,0.009,108,1
2013,"UPS","25",224,246.4,"Single pass",0.498,44.2,26,0.077,86.7,6,0.009,105,1
2013,"UPS","260km",220,174.5,"Single pass",0.013,NA,NA,0.031,94,2,0.066,138,5
2013,"UPS","282km",220,184.6,"Single pass",0.151,54.1,8,0.119,84,8,0.046,117.2,4
2013,"UPS","40M",211,239.5,"Single pass",0.012,NA,NA,0.113,80.9,9,0.104,110.2,8
2013,"UPS","60",225,150,"Single pass",0.148,47.9,8,0.238,77.9,14,0.019,113,2
2013,"UPS","61",218,155,"Single pass",0.168,42.4,9,0.019,84,1,0.004,NA,NA
2013,"UPS","62",220,190.8,"Single pass",0.219,44.9,12,0.052,79.8,4,0.004,NA,NA
2013,"UPS","64",220,150,"Single pass",0.013,NA,NA,0.019,83,1,0.01,118,1
2013,"UPS","65",212,103.9,"Calibration",0.317,43.9,31,0.02,81.5,2,0.003,NA,NA
2013,"UPS","68",212,177.7,"Single pass",0.226,42.2,12,0.053,82.5,4,0.018,102.5,2
2013,"UPS","70",213,180.4,"Single pass",0.025,31,1,0.812,74.6,39,0.13,100.9,8
2013,"PAT","P1",239,253.8,"Single pass",0.764,55,37,0.225,96.7,13,0.045,124.3,3
2013,"PAT","P2",247,150,"Single pass",0.304,51.1,14,0.348,88.1,16,0.098,113.4,5
2013,"PAT","P3",247,150,"Single pass",0.85,56.6,39,0.392,92.2,20,0.085,117.2,5
2013,"PAT","P4",247,160,"Single pass",1.175,54.3,52,0.783,81.9,35,0.133,110.6,7
2013,"PAT","PE1",239,189.1,"Single pass",0.017,NA,NA,0.293,94.1,17,0.01,NA,NA
2013,"PAT","PO1",239,169.1,"Single pass",0.284,55,14,0.448,87.4,22,0.288,125.5,12
2013,"PAT","PO2",239,150,"Single pass",0.556,55.5,28,0.302,87.2,17,0.043,120,3
2013,"MAT","A1",234,150,"Single pass",0.017,NA,NA,0.037,93,2,0.009,NA,NA
2013,"MAT","A2",253,150,"Single pass",0.147,59.6,8,0.297,89.8,16,0.213,120.9,10
2013,"MAT","C1",234,186.5,"Single pass",0.455,48.5,23,0.088,82.8,6,0.017,95,1
2013,"MAT","C2",234,150,"Single pass",0.926,48.7,39,0.474,75.2,23,0.136,108.4,7
2013,"MAT","H1",248,233.3,"Single pass",0.015,NA,NA,0.022,74,1,0.016,120,1
2013,"MAT","H2",248,150,"Single pass",0.439,62.3,20,0.142,82,8,0.203,111.1,9
2013,"MAT","M1",248,160,"Single pass",0.72,58.7,35,0.343,90.8,19,0.059,127,4
2013,"MAT","M12",253,125.1,"Calibration",0.384,58.4,43,0.177,98.5,20,0.025,123.7,3
2013,"MAT","M19",231,150,"Single pass",0.254,48.6,14,0.461,87.7,26,0.073,118,5
2013,"MAT","M33",238,150,"Single pass",1.798,60,89,0.217,93.2,15,0.036,109,3
2013,"MAT","M9",238,150,"Single pass",0.29,54.7,15,0.72,85,35,0.122,121.4,7
2013,"MAT","MK1",238,274.2,"Single pass",0.068,54.8,4,0.031,100.5,2,0.008,NA,NA
2013,"MAT","NH1",248,206.6,"Single pass",0.715,58.1,33,0.015,NA,NA,0.107,113.7,6
2013,"OTH","56",219,203.4,"Single pass",0,NA,NA,0.159,97.2,11,0.059,131.5,4
2013,"OTH","9",219,220.8,"Single pass",0,NA,NA,0.102,92.6,7,0.103,116,6
2014,"RES","1",245,150,"Single pass",0.431,56,23,0.29,80.8,17,0.02,118.5,2
2014,"RES","11",195,150,"Single pass",0.013,NA,NA,0.195,80.5,12,0.005,NA,NA
2014,"RES","12",211,190.1,"Single pass",0.013,NA,NA,0.022,102,1,0.022,123,2
2014,"RES","2",245,150,"Single pass",0.378,53,20,0.013,NA,NA,0.005,NA,NA
2014,"RES","3",223,150,"Single pass",0.052,47.7,3,0.103,79.9,7,0.012,111,1
2014,"RES","4",245,150,"Single pass",0.101,47,6,0.329,71.5,18,0.034,103.3,3
2014,"RES","5",246,160,"Single pass",0.489,55.3,28,0.377,77.9,23,0.019,117.5,2
2014,"RES","57",212,106.3,"Calibration",0.042,46.2,5,0.017,78.5,2,0.003,NA,NA
2014,"RES","58",213,332.4,"Single pass",0.01,NA,NA,0.011,NA,NA,0.017,113,2
2014,"RES","6",246,150,"Single pass",0.498,52.3,25,0.044,79.7,3,0.006,NA,NA
2014,"RES","7",239,150,"Single pass",0.126,53.1,7,0.733,78.2,34,0.292,105,13
2014,"RES","8",218,150,"Single pass",0.066,43,4,0.041,73.7,3,0.019,92.5,2
2014,"RES","CORB",245,211.9,"Single pass",0.01,NA,NA,0.209,89.1,14,0.163,114.1,10
2014,"RES","FB",245,150,"Single pass",0.404,49.6,22,0.243,78.9,15,0.02,120.5,2
2014,"RES","TB",239,150,"Single pass",0.259,46.1,15,0.111,74,8,0.005,NA,NA
2014,"RES","WB",239,150,"Single pass",1.042,57.8,57,0.292,86.4,20,0.071,115.7,6
2014,"KED","28",203,150,"Single pass",0.439,39.9,20,0.053,87,4,0.008,NA,NA
2014,"KED","29",253,102.2,"Calibration",1.015,57,103,0.251,81.7,26,0.061,111.6,7
2014,"KED","30",218,103.8,"Calibration",0.574,46.7,57,0.16,73.8,18,0.004,NA,NA
2014,"KED","32",195,150,"Single pass",0.097,40.8,5,0.011,NA,NA,0.007,NA,NA
2014,"KED","34",195,150,"Single pass",0.015,NA,NA,0.011,NA,NA,0.042,129.3,3
2014,"KED","36",211,179.4,"Single pass",0.014,NA,NA,0.084,83.5,6,0.041,103,3
2014,"KED","37",211,168.3,"Single pass",0.014,NA,NA,0.011,NA,NA,0.008,NA,NA
2014,"KED","38",209,150,"Single pass",0.156,43.2,8,0.341,78.8,19,0.174,105.1,9
2014,"KED","39",202,118.9,"Calibration",0.722,44.3,85,0.746,79.5,86,0.27,109.6,29
2014,"KED","40",203,126.9,"Calibration",0.106,41.8,13,0.046,78.7,6,0.076,106.9,8
2014,"KED","41",209,83.4,"Calibration",0.566,46.2,46,0.17,80.2,16,0.074,101.8,6
2014,"KED","42",196,107.6,"Calibration",0.007,NA,NA,0.006,NA,NA,0.042,115.2,4
2014,"KED","76",232,150,"Single pass",1.666,54.3,72,0.147,88,10,0.015,99,1
2014,"KED","77",232,150,"Single pass",1.665,54,77,0.283,88.6,18,0.107,119.3,7
2014,"KED","80",202,150,"Single pass",0.548,38.7,23,0.16,79.6,10,0.028,116.5,2
2014,"KED","81",196,150,"Single pass",0.014,NA,NA,0.041,79.3,3,0.095,106.5,6
2014,"KED","82",196,150,"Single pass",0.014,NA,NA,0.011,NA,NA,0.025,113.5,2
2014,"KED","W",212,160,"Single pass",0.316,48.9,16,0.178,78.9,12,0.025,122,2
2014,"LMR","43",211,150,"Single pass",1.056,46,48,0.076,77.3,6,0.006,NA,NA
2014,"LMR","44",186,150,"Single pass",0.241,44.6,12,0.047,76.8,4,0.006,NA,NA
2014,"LMR","45",188,84.8,"Calibration",0.532,51.9,46,0.1,87.9,10,0.03,100.7,3
2014,"LMR","46",188,150,"Single pass",0.945,49.8,43,0.244,82.8,17,0.078,111.8,6
2014,"LMR","47",219,187.1,"Single pass",0.03,49,1,0.018,77,1,0.006,NA,NA
2014,"LMR","49",186,211.4,"Single pass",0.183,53.3,9,0.018,62,1,0.034,116.7,3
2014,"LMR","50",186,150,"Single pass",0.261,49.3,12,0.18,79.8,12,0.022,105.5,2
2014,"LMR","51",205,150,"Single pass",0.73,47.2,30,0.151,89.6,10,0.195,109.4,10
2014,"LMR","52",205,122.2,"Calibration",2.003,44.7,226,0.04,83.6,5,0.056,106.3,7
2014,"LMR","53",204,112.9,"Calibration",0.08,47.1,9,0.173,92.1,20,0.036,113.5,4
2014,"LMR","85",217,150,"Single pass",0.082,40.5,4,0.019,72,1,0.006,NA,NA
2014,"UPS","14",233,123.4,"Calibration",0.359,46.6,41,0.017,81.3,3,0.007,97,1
2014,"UPS","15",233,150,"Single pass",0.607,48.3,30,0.009,NA,NA,0.005,NA,NA
2014,"UPS","16",238,150,"Single pass",0.06,50.7,3,0.093,76.9,7,0.005,NA,NA
2014,"UPS","17",224,150,"Single pass",0.525,47.3,24,0.026,86,2,0.005,NA,NA
2014,"UPS","17A",224,112.8,"Calibration",0.281,45.8,29,0.012,80,1,0.01,98,1
2014,"UPS","18",238,150,"Single pass",0.499,47.8,24,0.05,78.5,4,0.012,110,1
2014,"UPS","21",231,150,"Single pass",0.51,53.1,22,0.055,86.2,4,0.013,103,1
2014,"UPS","22",237,150,"Single pass",0.35,53.9,19,0.086,80.4,7,0.079,109,6
2014,"UPS","23",237,150,"Single pass",0.269,58.5,15,0.398,88.9,24,0.061,114.8,5
2014,"UPS","24",226,103.7,"Calibration",0.708,50.8,69,0.141,80.9,15,0.019,115,2
2014,"UPS","25",226,239,"Single pass",0.264,48.9,15,0.015,78,1,0.019,122,2
2014,"UPS","260km",240,121.4,"Single pass",0.719,58.8,37,0.015,100,1,0.031,114.7,3
2014,"UPS","282km",240,207.1,"Single pass",0.672,56.3,37,0.139,89.6,11,0.057,112.4,5
2014,"UPS","40M",231,211.3,"Single pass",0.584,49.8,32,0.032,84.3,3,0.056,114.4,5
2014,"UPS","60",224,150,"Single pass",0.22,44.6,11,0.036,78.3,3,0.034,104,3
2014,"UPS","61",238,150,"Single pass",0.153,52.4,8,0.063,78.4,5,0.005,NA,NA
2014,"UPS","62",238,150,"Single pass",0.443,49.7,24,0.099,78,8,0.031,105.7,3
2014,"UPS","64",240,165.1,"Single pass",0.521,59.7,29,0.111,88.9,9,0.074,116.8,6
2014,"UPS","65",225,104.2,"Calibration",0.584,45.4,56,0.032,84,3,0.003,NA,NA
2014,"UPS","68",225,150,"Single pass",0.583,51.2,31,0.008,NA,NA,0.005,NA,NA
2014,"UPS","70",237,137.5,"Single pass",0.232,52.4,14,0.042,96.8,4,0.404,111.2,19
2014,"PAT","P1",251,150,"Single pass",0.21,58.5,11,0.068,89.2,4,0.035,134.5,2
2014,"PAT","P2",274,150,"Single pass",0.264,57.9,15,0.137,95.1,8,0.089,127,5
2014,"PAT","P3",274,150,"Single pass",0.73,60,38,0.398,91.6,21,0.087,124,5
2014,"PAT","P4",274,150,"Single pass",1.026,56.4,55,0.546,86.1,29,0.167,117.6,9
2014,"PAT","PE1",251,240.3,"Single pass",0.014,NA,NA,0.12,96.6,8,0.121,142.9,7
2014,"PAT","PO1",251,161.2,"Single pass",0.135,61.1,8,0.432,93.6,23,0.297,121.7,13
2014,"PAT","PO2",251,150,"Single pass",0.413,61.6,20,0.269,86,14,0.022,123,1
2014,"MAT","A1",273,150,"Single pass",0.012,NA,NA,0.012,NA,NA,0.015,103,1
2014,"MAT","A2",247,150,"Single pass",0.087,54,5,0.087,85.3,6,0.055,107.2,4
2014,"MAT","C1",273,209.1,"Single pass",0.687,50,35,0.012,NA,NA,0.007,NA,NA
2014,"MAT","C2",273,150,"Single pass",0.684,51.5,35,0.352,84.6,19,0.119,114.4,7
2014,"MAT","H1",272,274.8,"Single pass",0.058,73.2,4,0.011,NA,NA,0.048,119,4
2014,"MAT","H2",272,150,"Single pass",0.188,63.4,11,0.072,80.6,5,0.368,116.3,15
2014,"MAT","M1",246,150,"Single pass",0.505,51.3,26,0.068,89.2,5,0.037,126,3
2014,"MAT","M12",247,117.4,"Calibration",0.155,55.7,20,0.169,91.1,17,0.004,NA,NA
2014,"MAT","M19",246,160,"Single pass",0.236,51.6,14,0.174,81.8,12,0.048,118.8,4
2014,"MAT","M33",246,150,"Single pass",0.178,58.5,10,0.158,94.7,10,0.007,NA,NA
2014,"MAT","M9",246,150,"Single pass",0.125,56.3,7,0.481,83.8,24,0.077,114.6,5
2014,"MAT","MK1",273,150,"Single pass",0.138,57.1,8,0.046,93,3,0.007,NA,NA
2014,"MAT","NH1",272,199.9,"Single pass",0.012,NA,NA,0.07,84.8,5,0.023,118.5,2
2014,"OTH","56",223,178.6,"Single pass",0,NA,NA,0.036,93.7,3,0.18,118.9,10
2014,"OTH","9",223,171.4,"Single pass",0,NA,NA,0.126,97.1,9,0.017,125,1
2015,"RES","1",244,150,"Single pass",0.14,53.2,8,0.388,78.3,22,0.109,107.3,7
2015,"RES","11",216,148.2,"Single pass",1.057,50.5,46,0.099,83.4,7,0.014,130,1
2015,"RES","12",216,194.3,"Single pass",0.017,NA,NA,0.012,NA,NA,0.015,122,1
2015,"RES","2",245,150,"Single pass",0.091,57,5,0.021,68,1,0.007,NA,NA
2015,"RES","3",244,150,"Single pass",0.523,54.9,27,0.084,83.2,6,0.014,93,1
2015,"RES","4",244,150,"Single pass",0.144,51.5,8,0.21,78.3,13,0.007,NA,NA
2015,"RES","5",243,107.8,"Calibration",0.234,52.2,25,0.106,82,12,0.045,104.8,5
2015,"RES","57",218,99.6,"Calibration",0.476,42.2,44,0.033,80.8,4,0.024,107.3,3
2015,"RES","6",243,150,"Single pass",0.961,53.3,49,0.02,82,1,0.007,NA,NA
2015,"RES","7",279,150,"Single pass",0.277,59.3,17,0.366,83.9,21,0.608,115,23
2015,"RES","8",216,150,"Single pass",0.395,46.2,19,0.07,81.4,5,0.014,97,1
2015,"RES","CORB",245,188.4,"Single pass",0.015,NA,NA,0.23,90.9,15,0.254,112.1,13
2015,"RES","FB",245,150,"Single pass",0.741,55.8,40,0.137,85,10,0.047,120,4
2015,"RES","TB",279,150,"Single pass",1.326,48.7,74,0.206,80.3,14,0.021,108.5,2
2015,"RES","WB",279,150,"Single pass",1.003,60.1,56,0.271,84.3,17,0.104,117.1,7
2015,"KED","28",204,150,"Single pass",0.834,41.9,36,0.081,77,6,0.008,NA,NA
2015,"KED","29",252,105.4,"Calibration",0.485,56.3,49,0.225,83.4,22,0.023,107,3
2015,"KED","30",203,100.4,"Calibration",0.622,40.9,64,0.127,77.9,13,0.018,105,2
2015,"KED","32",204,150,"Single pass",0.098,43.2,5,0.01,NA,NA,0.025,102,2
2015,"KED","34",194,150,"Single pass",0.876,39.9,37,0.01,NA,NA,0.094,102,6
2015,"KED","36",204,197.2,"Single pass",0.303,40.5,15,0.123,85,9,0.161,118.2,9
2015,"KED","37",204,246.1,"Single pass",0.017,NA,NA,0.025,82.5,2,0.014,123,1
2015,"KED","38",217,150,"Single pass",0.019,NA,NA,0.011,NA,NA,0.008,NA,NA
2015,"KED","39",208,104.9,"Calibration",0.898,42.2,75,0.853,76.9,59,0.255,105.1,18
2015,"KED","40",210,140.6,"Calibration",0.038,44.6,5,0.095,79.7,13,0.01,90,1
2015,"KED","41",217,70.5,"Calibration",0.314,48.5,23,0.114,82.8,9,0.137,108.8,4
2015,"KED","42",202,95.1,"Calibration",0.427,36,43,0.011,83,1,0.057,127.3,6
2015,"KED","76",222,150,"Single pass",1.453,52.6,61,0.115,84.8,8,0.027,99,2
2015,"KED","77",222,150,"Single pass",0.761,55,36,0.254,84.8,16,0.039,116,3
2015,"KED","80",210,150,"Single pass",1.271,41.9,55,0.038,76.3,3,0.038,113.3,3
2015,"KED","81",202,150,"Single pass",1.198,37.2,51,0.027,84,2,0.093,123.5,6
2015,"KED","82",202,150,"Single pass",1.896,37.7,68,0.181,77.1,11,0.045,108.3,3
2015,"KED","W",218,150,"Single pass",0.585,52.4,26,0.316,83.2,18,0.179,111.2,9
2015,"LMR","43",216,150,"Single pass",0.97,51.3,47,0.132,83.5,10,0.065,95,5
2015,"LMR","44",225,150,"Single pass",0.294,50.3,15,0.03,82.5,2,0.008,NA,NA
2015,"LMR","45",223,150,"Single pass",0.429,53.3,21,0.168,87.7,11,0.038,119,3
2015,"LMR","46",223,150,"Single pass",0.632,52,32,0.396,84,24,0.007,NA,NA
2015,"LMR","49",225,180.3,"Single pass",0.043,57,2,0.03,76.5,2,0.21,105,11
2015,"LMR","50",225,150,"Single pass",1.192,55.1,57,0.262,82.1,17,0.05,98.2,4
2015,"LMR","51",195,150,"Single pass",0.034,42,1,0.239,83.5,14,0.21,96.2,10
2015,"LMR","52",195,120.2,"Calibration",1.428,40.7,164,0.04,84.7,6,0.06,103.2,8
2015,"LMR","53",194,125.3,"Calibration",1.025,39.1,120,0.125,84.7,15,0.036,95.8,5
2015,"LMR","85",225,150,"Single pass",0.114,49.5,6,0.031,84.5,2,0.008,NA,NA
2015,"UPS","14",246,93.9,"Calibration",0.29,53,29,0.119,78.6,11,0.004,NA,NA
2015,"UPS","15",236,150,"Single pass",0.163,52.2,9,0.013,NA,NA,0.007,NA,NA
2015,"UPS","16",231,150,"Single pass",0.243,54.2,14,0.286,80.6,18,0.023,92,2
2015,"UPS","17",230,150,"Single pass",0.412,52,22,0.255,83.1,16,0.014,119,1
2015,"UPS","17A",230,126.5,"Calibration",0.254,51.2,28,0.077,76.9,8,0.016,94,2
2015,"UPS","18",230,150,"Single pass",0.146,53.5,10,0.058,77.6,5,0.012,91,1
2015,"UPS","21",229,150,"Single pass",0.238,52.2,13,0.086,85.8,6,0.007,NA,NA
2015,"UPS","22",232,150,"Single pass",0.484,55.4,26,0.309,86.3,19,0.05,110,4
2015,"UPS","23",236,150,"Single pass",0.746,59,44,0.278,91,20,0.466,115.4,22
2015,"UPS","24",237,102.4,"Calibration",0.277,56.7,26,0.26,84.4,25,0.023,101.7,3
2015,"UPS","260km",239,126.4,"Single pass",0.014,NA,NA,0.088,93.2,6,0.353,102.2,15
2015,"UPS","282km",239,183.1,"Single pass",0.072,55.8,4,0.048,87,3,0.076,106,5
2015,"UPS","40M",229,229.5,"Single pass",0.061,59.8,4,0.553,84,33,0.096,113.7,7
2015,"UPS","60",231,150,"Single pass",0.285,52.9,16,0.031,92.5,2,0.013,97,1
2015,"UPS","61",231,150,"Single pass",0.602,54,29,0.427,80.9,23,0.007,NA,NA
2015,"UPS","62",239,150,"Single pass",0.564,53,30,0.328,81.1,20,0.129,108.4,8
2015,"UPS","64",239,106.7,"Single pass",0.025,64,1,0.158,88.7,10,0.193,106.8,10
2015,"UPS","65",232,91.7,"Calibration",0.516,51.9,46,0.017,79,1,0.005,NA,NA
2015,"UPS","68",231,159.8,"Single pass",0.075,58.8,5,0.062,84.4,5,0.047,94,4
2015,"UPS","70",236,190.8,"Single pass",0.012,NA,NA,0.58,86.9,33,0.304,104.5,15
2015,"PAT","P1",278,150,"Single pass",0.464,62.7,23,0.11,93.8,6,0.106,128,5
2015,"PAT","P2",280,150,"Single pass",0.706,53.3,42,0.317,86.8,19,0.048,121,3
2015,"PAT","P3",280,150,"Single pass",0.761,60.5,42,0.699,89.7,35,0.206,128.9,10
2015,"PAT","P4",280,150,"Single pass",0.744,60,43,0.577,84,31,0.248,116.8,12
2015,"PAT","PO1",278,150,"Single pass",0.235,64.3,15,0.53,91.3,29,0.61,129.2,23
2015,"PAT","PO2",278,150,"Single pass",0.43,64,24,0.135,95.1,8,0.114,129.8,6
2015,"MAT","A2",294,150,"Single pass",0.033,65,2,0.073,88.2,5,0.103,112.3,6
2015,"MAT","C2",294,150,"Single pass",0.587,51.8,31,0.153,81.2,9,0.071,110,4
2015,"MAT","H1",293,280.7,"Single pass",0.012,NA,NA,0.013,NA,NA,0.061,124.8,4
2015,"MAT","H2",293,150,"Single pass",0.132,60.5,8,0.374,84.3,19,0.225,119.7,10
2015,"MAT","M1",281,150,"Single pass",0.712,57.1,43,0.158,74.4,11,0.157,114.9,9
2015,"MAT","M12",281,150,"Single pass",0.636,61.3,40,0.064,93.2,5,0.089,113.2,6
2015,"MAT","M19",281,150,"Single pass",0.248,54,15,0.317,87,18,0.083,113.2,5
2015,"MAT","M33",294,150,"Single pass",0.546,62.1,33,0.305,72.2,18,0.079,129.2,5
2015,"MAT","M9",281,150,"Single pass",0.498,61.9,28,0.255,91.5,15,0.13,125.1,7
2015,"MAT","MK1",294,150,"Single pass",0.18,58.4,11,0.078,71.8,5,0.012,NA,NA
2015,"MAT","NH1",293,196.6,"Single pass",0.091,63.5,6,0.059,102.8,4,0.154,127,8
2015,"OTH","56",244,132.3,"Single pass",0,NA,NA,0.106,71.9,8,0.153,111.4,8
2015,"OTH","9",244,210.4,"Single pass",0,NA,NA,0.036,66,3,0.101,114,6
2016,"RES","1",257,150,"Single pass",0.214,54.4,12,0.107,79.6,7,0.026,95.5,2
2016,"RES","11",210,206.7,"Single pass",1.159,47.9,55,0.182,83.8,13,0.122,106.5,8
2016,"RES","12",215,148.8,"Single pass",0.016,NA,NA,0.022,87,1,0.016,119,1
2016,"RES","2",257,150,"Single pass",0.117,56.4,7,0.013,NA,NA,0.015,110,1
2016,"RES","3",257,150,"Single pass",0.244,49.6,13,0.062,77.8,4,0.008,NA,NA
2016,"RES","4",257,150,"Single pass",0.199,50.1,11,0.075,79.6,5,0.007,NA,NA
2016,"RES","5",256,150,"Single pass",0.376,51.6,19,0.034,79,2,0.008,NA,NA
2016,"RES","57",209,116.4,"Calibration",0.165,41.4,18,0.084,80.9,11,0.067,100,8
2016,"RES","6",256,127.5,"Calibration",0.244,50.8,31,0.011,75,1,0.012,90.5,2
2016,"RES","7",265,150,"Single pass",0.506,52.8,25,0.733,79.7,33,0.422,112.4,16
2016,"RES","8",210,150,"Single pass",0.251,44,14,0.25,78.9,17,0.034,104,3
2016,"RES","CORB",245,178.6,"Single pass",0.014,NA,NA,0.309,89.9,18,0.636,113.2,23
2016,"RES","FB",245,150,"Single pass",0.81,51.7,45,0.418,82.7,26,0.021,117.5,2
2016,"RES","TB",265,150,"Single pass",0.688,48.2,37,0.222,75.1,14,0.007,NA,NA
2016,"RES","WB",265,150,"Single pass",0.218,61.4,13,0.485,89,26,0.248,119.1,12
2016,"KED","28",208,150,"Single pass",0.523,41.6,25,0.011,NA,NA,0.007,NA,NA
2016,"KED","29",207,109.2,"Calibration",0.209,46.4,25,0.104,82.2,11,0.004,NA,NA
2016,"KED","30",208,121.4,"Calibration",0.52,41.9,58,0.216,78,26,0.027,104.3,3
2016,"KED","32",195,150,"Single pass",0.014,NA,NA,0.01,NA,NA,0.034,106.7,3
